Mod:Item:MetaData, Localized Name
conarm:polishing_kit:0, Osmium Polishing Kit
conarm:polishing_kit:0, Refined Obsidian Polishing Kit
conarm:polishing_kit:0, Refined Glowstone Polishing Kit
conarm:polishing_kit:0, Osgloglas Polishing Kit
conarm:polishing_kit:0, Osmiridium Polishing Kit
conarm:polishing_kit:0, Lumium Polishing Kit
conarm:polishing_kit:0, Signalum Polishing Kit
conarm:polishing_kit:0, Platinum Polishing Kit
conarm:polishing_kit:0, Enderium Polishing Kit
conarm:polishing_kit:0, Certus Quartz Polishing Kit
conarm:polishing_kit:0, Fluix Crystal Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Emerald Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
akashictome:tome, item.tome.name
morphtool:tool, item.tool.name
buildcraftlib:guide, BuildCraft Guide Book
buildcraftlib:guide_note, BuildCraft Guide Book Note
buildcraftlib:debugger, Debugger
buildinggadgets:buildingtool, Building Gadget
buildinggadgets:exchangertool, Exchanging Gadget
buildinggadgets:copypastetool, Copy-Paste Gadget
buildinggadgets:templatemanager, Template Manager
buildinggadgets:template, Template
buildinggadgets:destructiontool, Destruction Gadget
buildinggadgets:constructionblock_dense, Dense Construction Block
buildinggadgets:constructionblock, Construction Block
buildinggadgets:constructionblockpowder, Construction Block Powder
buildinggadgets:constructionpaste, Construction Paste
buildinggadgets:construction_chunk_dense, Dense Construction Chunk
buildinggadgets:constructionpastecontainer, Paste Container
buildinggadgets:constructionpastecontainert2, Paste Container T2
buildinggadgets:constructionpastecontainert3, Paste Container T3
buildinggadgets:constructionpastecontainercreative, Creative Paste Container
colossalchests:chest_wall:0, Colossal Chest Wall
colossalchests:chest_wall:1, Colossal Chest Wall
colossalchests:chest_wall:2, Colossal Chest Wall
colossalchests:chest_wall:3, Colossal Chest Wall
colossalchests:chest_wall:4, Colossal Chest Wall
colossalchests:chest_wall:5, Colossal Chest Wall
colossalchests:chest_wall:6, Colossal Chest Wall
colossalchests:colossal_chest:0, Colossal Chest Core
colossalchests:colossal_chest:1, Colossal Chest Core
colossalchests:colossal_chest:2, Colossal Chest Core
colossalchests:colossal_chest:3, Colossal Chest Core
colossalchests:colossal_chest:4, Colossal Chest Core
colossalchests:colossal_chest:5, Colossal Chest Core
colossalchests:colossal_chest:6, Colossal Chest Core
colossalchests:interface:0, Colossal Chest Interface
colossalchests:interface:1, Colossal Chest Interface
colossalchests:interface:2, Colossal Chest Interface
colossalchests:interface:3, Colossal Chest Interface
colossalchests:interface:4, Colossal Chest Interface
colossalchests:interface:5, Colossal Chest Interface
colossalchests:interface:6, Colossal Chest Interface
colossalchests:uncolossal_chest:0, Uncolossal Chest
colossalchests:upgrade_tool:0, Chest Upgrade Tool
colossalchests:upgrade_tool:1, Chest Downgrade Tool
danknull:dank_null_0, /dank/null/
danknull:dank_null_1, /dank/null/MK II
danknull:dank_null_2, /dank/null/MK III
danknull:dank_null_3, /dank/null/MK IV
danknull:dank_null_4, /dank/null/MK V
danknull:dank_null_5, /dank/null/MK VI
danknull:dank_null_6, /dank/null/Creative
danknull:dank_null_panel_0, RedStone /dank/null Panel
danknull:dank_null_panel_1, Lapis /dank/null Panel
danknull:dank_null_panel_2, Iron /dank/null Panel
danknull:dank_null_panel_3, Gold /dank/null Panel
danknull:dank_null_panel_4, Diamond /dank/null Panel
danknull:dank_null_panel_5, Emerald /dank/null Panel
danknull:danknull_dock, /dank/null Docking Station
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:data_model_thermal_elemental, §bThermal Elemental Data Model§r
deepmoblearning:data_model_tinker_slime, §bBlue Slime Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
deepmoblearning:pristine_matter_thermal_elemental, Pristine Thermal Elemental Matter
deepmoblearning:pristine_matter_tinker_slime, Pristine Blue Slime Matter
demagnetize:demagnetizer, Demagnetizer
demagnetize:demagnetizer_advanced, Advanced Demagnetizer
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
mekanism:machineblock2:11, Advanced Fluid Tank
mekanism:machineblock2:11, Elite Fluid Tank
mekanism:machineblock2:11, Ultimate Fluid Tank
mekanism:machineblock2:11, Creative Fluid Tank
mekanism:machineblock2:12, Fluidic Plenisher
mekanism:machineblock2:13, Laser
mekanism:machineblock2:14, Laser Amplifier
mekanism:machineblock2:15, Laser Tractor Beam
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
